  10 than	or	equal	to
   1 centroids	can	be	used
   1 centroids	a	new	binding
   1 centroid	these	two	steps
   1 centroid	the	next	step
   1 centroid	or	means	vector
   1 centers	one	for	each
   1 centers	in	an	iterative
   1 centers	assigns	each	point
   1 cd-rom	and	text	treatments
   1 caused	by	the	fact
   1 cause	some	relevant	relationships
   1 categorizations	were	based	on
   1 categories	that	co-occur	in
   1 categories	for	selection	figure
   1 categories	clustering	classification	and
   1 categories	--cluster	1	c1
   1 cases	will	behave	for
   1 cases	whose	classes	are
   1 cases	to	be	helpful
   1 cases	therefore	there	is
   1 cases	liu	and	kellam
   1 case	three	rules	are
   1 case	there	are	two
   1 case	can	gathered	together
   1 case	a	pop-up	window
   1 capacity	conversely	the	second
   1 capacity	associated	with	field
   1 capable	of	extracting	relevant
   1 capable	of	developing	their
   1 capable	of	adapting	themselves
   1 capable	of	a	more
   1 capability	ford	and	chen
   1 can	use	the	alphabetical
   1 can	support	the	development
   1 can	support	tasks	for
   1 can	reflect	their	cognitive
   1 can	provide	effective	approaches
   1 can	promote	learners	performance
   1 can	obtain	a	more
   1 can	more	easily	access
   1 can	impose	needless	barriers
   1 can	identify	the	relationships
   1 can	generate	easily	understandable
   1 can	gathered	together	in
   1 can	find	all	kinds
   1 can	easily	be	used
   1 can	discover	regularities	and
   1 can	contribute	to	the
   1 can	be	used	both
   1 can	be	switched	off
   1 can	be	summarized	as
   1 can	be	represented	in
   1 can	be	overcome	by
   1 can	be	met	simultaneously
   1 can	be	generated	and
   1 can	be	found	these
   1 can	be	found	by
   1 can	be	discovered	predictive
   1 can	be	considered	as
   1 can	be	characterized	as
   1 can	be	broadly	divided
   1 can	be	automatically	recognized
   1 can	be	argued	that
   1 can	be	a	drawback
   1 can	always	stay	visible
   1 can	also	reveal	the
   1 can	also	be	converted
   1 called	seed	s	is
   1 called	a	leaf	otherwise
   1 called	a	cluster	consists
   1 calcaterra	et	al	2005
   1 c4	5	quinlan	1993
   1 c4	5	because	it
   1 c2	learners	visited	many
   1 c1	learners	visited	some
   1 c0	learners	visited	few
   1 c	the	main	body
   1 c	rt	breiman	et
   1 c	examples	and	d
   1 by	witkin	et	al
   1 by	using	these	methods
   1 by	using	frames	frame
   1 by	using	clustering	algorithms
   1 by	using	advanced	intelligent
   1 by	using	a	table
   1 by	trying	different	values
   1 by	themselves	while	field-dependent
   1 by	themselves	this	may
   1 by	themselves	so	that
   1 by	their	cognitive	styles
   1 by	the	opinions	of
   1 by	the	hierarchical	map
   1 by	the	frequency	of
   1 by	the	fact	that
   1 by	systematically	subdividing	the
   1 by	riding	1991	the
   1 by	relying	on	salient
   1 by	providing	empirical	evidence
   1 by	pressing	one	of
   1 by	peterson	et	al
   1 by	others	and	are
   1 by	more	than	one
   1 by	many	commercial	data
   1 by	giving	the	students
   1 by	field-independent	and	field-dependent
   1 by	field-dependent	students	and
   1 by	email	making	clear
   1 by	diverse	learners	therefore
   1 by	discarding	one	or
   1 by	considerations	of	free
   1 by	clicking	a	hypertext
   1 by	chen	and	macredie
   1 by	chaimeun	and	srivihok
   1 by	browsing	more	pages
   1 by	both	fielddependent	and
   1 by	analyzing	the	number
   1 by	an	explanation	of
   1 by	agrawal	and	srikant
   1 by	a	number	of
   1 by	a	node	and
   1 by	a	diverse	population
   1 but	valuable	patterns	hidden
   1 but	they	used	these
   1 but	they	do	not
   1 but	they	did	not
   1 but	there	were	no
   1 but	there	was	no
   1 but	the	results	from
   1 but	not	for	this
   1 but	not	between	field-independent
   1 but	it	is	inconclusive
   1 but	can	also	reveal
   1 but	also	provides	field-dependent
   1 business	in	the	system
   1 build	the	relationships	among
   1 budny	2001	therefore	individual
   1 brunel	university	web-based	instruction
   1 browsing	more	pages	one
   1 browsed	was	significant	in
   1 browsed	the	total	number
   1 browsed	is	recognized	as
   1 browsed	have	a	significant
   1 browsed	fewer	pages	conversely
   1 browsed	are	also	relevant
   1 browse	more	than	45
   1 browse	many	more	pages
   1 browse	fewer	pages	to
   1 browse	fewer	pages	than
   1 browse	fewer	pages	on
   1 browse	all	contents	within
   1 brown	et	al	2000
   1 brotherton	and	abowd	2004
   1 broadly	divided	into	three
   1 broadest	application	to	problems
   1 bring	together	confirmatory	analysis
   1 briefly	highlight	previous	work
   1 breiman	et	al	1984
   1 breadth-first	version	performed	better
   1 breadth-first	version	field-independent	students
   1 branches	quinlan	1993	in
   1 bottom	level	of	the
   1 both	traditional	statistical	and
   1 both	to	understand	existing
   1 both	of	the	display
   1 both	navigation	tools	at
   1 both	for	financial	and
   1 both	fieldindependent	and	field-dependent
   1 both	fielddependent	and	field-independent
   1 both	field	independence	and
   1 both	cognitive	style	groups
   1 both	analyses	the	frequencies
   1 borrowed	from	a	university
   1 border	with	field-dependent	students
   1 books	borrowed	from	a
   1 bohen	et	al	2003
   1 body	of	the	tutorial
   1 binding	has	to	be
   1 binary	trees	where	each
   1 between	wa	scores	and
   1 between	two	variables	stephen
   1 between	this	topic	and
   1 between	the	wa	score
   1 between	the	students	cognitive
   1 between	the	segments	in
   1 between	the	same	dataset
   1 between	the	degree	of
   1 between	the	attributes	the
   1 between	students	cognitive	styles
   1 between	statistical	analyses	and
   1 between	items	or	features
   1 between	fielddependent	and	intermediate
   1 between	field-independent	and	intermediate
   1 between	field-independent	and	fielddependent
   1 between	field-independent	and	field-dependent
   1 between	field-dependent	students	and
   1 between	field-dependent	and	field-independent
   1 between	different	learning	strategies
   1 between	clusters	in	other
   1 between	attributes	and	the
   1 between	a	given	classification
   1 between	1	03	and
   1 better	than	those	in
   1 better	recommendations	kim	et
   1 better	performance	in	the
   1 better	bandyopadhyay	and	maulik
   1 better	at	learning	material
   1 better	at	learning	impersonal
   1 best	when	analyses	are
   1 best	learning	patterns	because
   1 benefits	of	using	frames
   1 beneficial	to	field-dependent	individuals
   1 below	1	03	denote
   1 belonging	to	the	rest
   1 bell	et	al	2002
   1 being	viewed	b	a
   1 being	inferred	from	poor
   1 behaviors	since	they	are
   1 behavior	the	goal	of
   1 behavior	of	users	of
   1 behavior	of	users	in
   1 behavior	of	each	of
   1 behavior	of	a	particular
   1 behavior	groups	so	that
   1 behavior	a	similar	study
   1 behave	for	example	ng
   1 begins	with	the	entire
   1 began	by	giving	the
   1 before	the	algorithm	runs
   1 been	widely	used	to
   1 been	used	by	both
   1 been	suggested	that	teachers
   1 been	shown	to	increase
   1 been	selected	as	the
   1 been	investigated	by	a
   1 been	increasingly	developed	in
   1 been	identified	as	one
   1 been	employed	to	produce
   1 been	developed	to	measure
   1 been	considerable	growth	in
   1 become	increasingly	attractive	to
   1 become	an	important	consideration
   1 beckwith	et	al	2005
   1 because	wbi	programs	are
   1 because	they	have	a
   1 because	one	can	find
   1 because	it	reflects	how
   1 because	it	refers	to
   1 because	it	is	suitable
   1 because	it	is	a
   1 because	it	can	discover
   1 because	cognitive	style	is
   1 be	valuable	to	see
   1 be	used	to	show
   1 be	used	to	present
   1 be	used	to	improve
   1 be	used	to	classify
   1 be	used	to	characterize
   1 be	used	to	achieve
   1 be	used	for	performing
   1 be	used	both	to
   1 be	undertaken	with	a
   1 be	the	major	source
   1 be	switched	off	lest
   1 be	summarized	as	a
   1 be	split	any	further
   1 be	significant	in	both
   1 be	shown	in	a
   1 be	represented	in	a
   1 be	reached	by	more
   1 be	passive	and	rely
   1 be	overcome	by	trying
   1 be	obtained	by	using
   1 be	necessary	4	results
   1 be	more	analytical	ford
   1 be	met	simultaneously	6
   1 be	interesting	to	see
   1 be	ignored	for	example
   1 be	highlighted	in	the
   1 be	helpful	to	students
   1 be	generated	and	interesting
   1 be	found	these	are
   1 be	found	by	using
   1 be	flexible	enough	to
   1 be	examined	3	3
   1 be	due	to	the
   1 be	done	between	the
   1 be	discovered	predictive	rules
   1 be	developed	to	support
   1 be	converted	to	create
   1 be	consistent	five	attributes
   1 be	consistent	and	the
   1 be	considered	as	a
   1 be	characterized	as	well
   1 be	caused	by	the
   1 be	broadly	divided	into
   1 be	based	on	the
   1 be	aware	of	cognitive
   1 be	automatically	recognized	based
   1 be	assigned	to	the
   1 be	argued	that	when
   1 be	applied	to	the
   1 be	applied	to	replace
   1 be	a	reflection	of
   1 be	a	drawback	to
   1 basis	the	experiment	consisted
   1 basis	of	web	page
   1 basis	of	the	values
   1 basis	of	pearson	s
   1 basic	computing	and	internet
   1 based	on	this	rationale
   1 based	on	these	recommendations
   1 based	on	their	similar
   1 based	on	the	values
   1 based	on	the	use
   1 based	on	the	students
   1 based	on	the	results
   1 based	on	the	participants
   1 based	on	the	nature
   1 based	on	the	learners
   1 based	on	the	analysis
   1 based	on	a	comprehensive
   1 barriers	to	equal	participation
   1 bar	located	at	the
   1 banking	web	sites	consequently
   1 bandyopadhyay	and	maulik	2002
   1 balanced	it	suggests	that
   1 baeza-yates	et	al	2004
   1 backgrounds	in	terms	of
   1 background	this	section	starts
   1 background	skills	and	needs
   1 background	including	their	gender
   1 back	and	forth	between
   1 b	details	c	examples
   1 b	a	control	panel
   1 ayan	et	al	2002
   1 aware	of	cognitive	styles
   1 available	to	support	these
   1 available	sections	and	c
   1 available	in	the	programs
   1 automatically	recognized	based	on
   1 automatically	defining	logical	domains
   1 automatic	interaction	detection	chaid
   1 automatic	identification	of	the
   1 authority	figures	witkin	et
   1 audio	graphics	video	and
   1 attributes	were	found	to
   1 attributes	were	considered	in
   1 attributes	the	output	of
   1 attributes	the	frequency	of
   1 attributes	that	reveal	students
   1 attributes	that	is	the
   1 attributes	that	characterize	each
   1 attributes	that	are	positively
   1 attributes	is	based	on
   1 attributes	including	the	total
   1 attributes	described	in	section
   1 attributes	are	related	to
   1 attributes	andrienko	and	andrienko
   1 attributes	and	then	repeatedly
   1 attributes	and	the	percentage
   1 attributes	and	the	correlations
   1 attributes	a	significance	level
   1 attribute	table	v	the
   1 attribute	table	iv	in
   1 attribute	selection	measures	in
   1 attribute	for	each	cognitive
   1 attribute	for	each	cluster
   1 attribute	combinations	and	that
   1 attribute	based	on	the
   1 attractive	to	educational	settings
   1 attention	to	particular	topics
   1 attention	to	learner	diversity
   1 atre	2003	while	the
   1 at	the	top	of
   1 at	the	same	time
   1 at	the	overview	and
   1 at	the	examples	when
   1 at	once	milunovich	2002
   1 at	learning	material	with
   1 at	learning	impersonal	abstract
   1 at	finding	unexpected	relationships
   1 at	examples	while	field-independent
   1 at	detailed	descriptions	but
   1 at	any	time	anido
   1 at	analytical	thought	whereas
   1 assumptions	are	made	about
   1 associations	that	are	sought
   1 associations	between	two	variables
   1 association	rules	to	the
   1 association	rules	that	were
   1 association	rules	chen	acm
   1 associates	it	with	the
   1 associated	with	intermediate	students
   1 associated	with	field	independence
   1 assigns	each	point	to
   1 assignment	of	the	initial
   1 assignment	of	the	datapoints
   1 assigned	to	the	given
   1 assigned	to	each	cluster
   1 assigned	to	different	clusters
   1 assigned	to	clusters	it
   1 assigned	this	can	be
   1 assess	the	cognitive	styles
   1 aspects	theory	methodology	and
   1 asked	to	take	riding
   1 asked	to	indicate	whether
   1 as	witkin	et	al
   1 as	well	balanced	cluster
   1 as	well	as	statistics
   1 as	well	as	a
   1 as	visualized	versus	verbalized
   1 as	to	their	relative
   1 as	the	instrument	for
   1 as	the	application	is
   1 as	text	audio	graphics
   1 as	statistics	on	the
   1 as	shown	in	these
   1 as	shown	in	the
   1 as	shown	in	table
   1 as	reported	by	peterson
   1 as	prior	knowledge	and
   1 as	opposed	to	traditional
   1 as	new	centers	in
   1 as	knowledge	discovery	in
   1 as	intermediate	in	this
   1 as	in	the	geft
   1 as	follows	in	section
   1 as	field-dependent	students	the
   1 as	field-dependent	students	as
   1 as	far	as	the
   1 as	either	the	same
   1 as	digital	libraries	search
   1 as	criteria	for	automatic
   1 as	a	wholist/analytic	wa
   1 as	a	whole	and
   1 as	a	variety	of
   1 as	a	square	or
   1 as	a	set	of
   1 as	a	root	node
   1 as	a	mechanism	to
   1 as	a	guide	in
   1 as	a	critical	attribute
   1 article	is	structured	as
   1 article	focuses	on	cognitive
   1 article	an	integrated	approach
   1 article	1	pub	date
   1 arrangements	weller	et	al
   1 argues	that	the	development
   1 argued	that	when	learners
   1 argued	a	field-independent	individual
   1 arguably	become	an	important
   1 area	that	encompasses	techniques
   1 are	very	task	oriented
   1 are	very	detailed	but
   1 are	useful	they	only
   1 are	used	by	diverse
   1 are	used	by	a
   1 are	two	frames	the
   1 are	the	most	important
   1 are	the	effects	of
   1 are	the	advantages	of
   1 are	that	wa	scores
   1 are	supported	by	many
   1 are	statistically	significant	differences
   1 are	sought	this	is
   1 are	similar	among	themselves
   1 are	significantly	influenced	by
   1 are	significant	including	their
   1 are	shown	in	table
   1 are	related	to	field-independent
   1 are	related	to	cognitive
   1 are	rather	similar	table
   1 are	produced	for	the
   1 are	presented	in	table
   1 are	presented	here	--field
   1 are	positively	correlated	therefore
   1 are	often	no	strict
   1 are	offered	a	rich
   1 are	not	overly	affected
   1 are	not	in	need
   1 are	not	easily	influenced
   1 are	not	derived	from
   1 are	more	readily	influenced
   1 are	more	likely	to
   1 are	more	able	to
   1 are	many	dimensions	to
   1 are	mainly	used	to
   1 are	made	in	the
   1 are	made	about	the
   1 are	less	than	0
   1 are	known	so	that
   1 are	key	factors	for
   1 are	initially	assigned	this
   1 are	identified	in	section
   1 are	grouped	according	to
   1 are	good	at	analytical
   1 are	given	the	opportunity
   1 are	frequently	considered	in
   1 are	formed	if	a
   1 are	factors	that	are
   1 are	equally	comfortable	using
   1 are	eight	rules	drawn
   1 are	eight	attributes	including
   1 are	easily	understood	mertik
   1 are	easily	implemented	in
   1 are	drawn	and	possibilities
   1 are	down-to-earth	visual	material
   1 are	discussed	in	the
   1 are	considered	to	have
   1 are	connected	with	field-dependent
   1 are	complementary	in	that
   1 are	classified	field-dependent	students
   1 are	classification	regression	trees
   1 are	classed	as	intermediate
   1 are	capable	of	extracting
   1 are	available	to	support
   1 are	associated	with	intermediate
   1 are	assigned	to	clusters
   1 are	applied	to	develop
   1 are	applied	to	determine
   1 are	analyzed	using	a
   1 are	alternated	until	a
   1 are	also	relevant	as
   1 are	also	presented	in
   1 are	already	provided	lyons-lawrence
   1 are	almost	balanced	it
   1 are	almost	balanced	cluster
   1 are	affected	by	the
   1 are	able	to	develop
   1 appropriate	to	reveal	the
   1 appropriate	level	the	entire
   1 approaches	were	proposed	to
   1 approaches	to	examining	the
   1 approaches	this	difference	may
   1 approaches	section	4	1
   1 approaches	in	addition	to
   1 approaches	can	be	used
   1 approaches	are	rather	similar
   1 approaches	and	applications	2
   1 approaches	4	1	traditional
   1 approach	which	used	both
   1 approach	utilizing	both	traditional
   1 approach	to	process	information
   1 approach	that	combines	traditional
   1 approach	riding	s	1991
   1 approach	not	only	lets
   1 approach	jolliffe	et	al
   1 approach	is	useful	when
   1 approach	is	to	bring
   1 approach	is	beneficial	to
   1 approach	has	the	advantages
   1 approach	hand	et	al
   1 approach	for	modeling	learning
   1 approach	by	relying	on
   1 approach	an	environment	in
   1 appreciated	the	fact	that
   1 apply	maximally	to	the
   1 applies	a	graphical	representation
   1 applied	to	the	datasets
   1 applied	to	the	analysis
   1 applied	to	replace	the
   1 applied	to	find	the
   1 applied	to	develop	a
   1 applied	the	association	rules
   1 applied	in	the	study
   1 applications	such	as	digital
   1 applications	in	terms	of
   1 applications	can	promote	learners
   1 applications	ahola	and	rinta-runsala
   1 applications	2	1	cognitive
   1 application	to	problems	of
   1 application	is	concerned	this
   1 appeared	to	be	consistent
   1 appear	to	be	consistent
   1 appear	in	wbi	and
   1 appear	in	cluster	2
   1 any	time	anido	et
   1 any	order	however	field-dependent
   1 any	navigation	tools	and
   1 any	further	it	is
   1 any	dataset	there	are
   1 anova	was	used	to
   1 anova	was	conducted	to
   1 anova	indicate	that	there
   1 anova	and	pearson	s
   1 anova	a	possible	explanation
   1 another	parameter	called	seed
   1 another	in	its	analysis
   1 another	evaluation	was	needed
   1 another	advantage	of	these
   1 annotation	cognitive	style	is
   1 animation	masiello	et	al
   1 anido	et	al	2001
   1 andrienko	and	andrienko	1999
   1 andrienko	1999	tree	production
   1 and	zhao	2003	this
   1 and	yang	2003	which
   1 and	xiaohui	liu	brunel
   1 and	work	as	criteria
   1 and	whether	cognitive	style
   1 and	were	inexperienced	in
   1 and	web	site	structure
   1 and	wang	2000	for
   1 and	uthurusamy	1996	is
   1 and	uses	these	as
   1 and	use	the	menu
   1 and	use	the	main
   1 and	traditional	statistics	it
   1 and	to	predict	how
   1 and	to	explore	different
   1 and	thus	browse	fewer
   1 and	thus	are	easily
   1 and	this	result	is
   1 and	they	were	asked
   1 and	they	have	more
   1 and	they	are	very
   1 and	then	repeatedly	splits
   1 and	their	prior	knowledge
   1 and	their	participation	the
   1 and	their	interactions	with
   1 and	the	web-based	applications
   1 and	the	techniques	applied
   1 and	the	realization	of
   1 and	the	percentage	of
   1 and	the	pearson	s
   1 and	the	overall	findings
   1 and	the	other	two
   1 and	the	other	available
   1 and	the	model	generated
   1 and	the	methods	of
   1 and	the	main	menu
   1 and	the	levels	of
   1 and	the	learners	individual
   1 and	the	hierarchical	maps
   1 and	the	generated	results
   1 and	the	frequencies	of
   1 and	the	entire	data
   1 and	the	eight	attributes
   1 and	the	design	approaches
   1 and	the	correlations	between
   1 and	the	content	was
   1 and	the	cognitive	styles
   1 and	the	closest	new
   1 and	that	the	most
   1 and	text	treatments	field-independent
   1 and	technological	reasons	brotherton
   1 and	tan	2003	brown
   1 and	system	experience	are
   1 and	support	vector	machines
   1 and	subject	categories	for
   1 and	subject	categories	--cluster
   1 and	students	scoring	between
   1 and	students	leaning	patterns
   1 and	structuring	their	information
   1 and	structure	problems	davis
   1 and	standard	deviations	of
   1 and	srivihok	2005	who
   1 and	srivihok	2003	that
   1 and	srikant	1994	are
   1 and	solving	problems	messick
   1 and	shue	2004	recent
   1 and	should	address	the
   1 and	selforganization	maps	among
   1 and	seldom	accessed	any
   1 and	section	4	3
   1 and	second	most	important
   1 and	scoring	and	consequently
   1 and	schwen	2003	5
   1 and	sadler-smith	1992	refer
   1 and	rinta-runsala	2001	in
   1 and	riding	s	cognitive
   1 and	restructuring	their	knowledge
   1 and	represent	information	riding
   1 and	replacing	them	with
   1 and	removed	from	the
   1 and	rely	on	the
   1 and	relationships	by	systematically
   1 and	reflects	the	conceptual
   1 and	rayner	1998	there
   1 and	ragged	1999	data
   1 and	pryor	1996	chen
   1 and	process	information	in
   1 and	prior	knowledge	wang
   1 and	present	related	research
   1 and	preferred	presentation	formats
   1 and	possibilities	for	future
   1 and	permit	much	more
   1 and	percentage	of	instances
   1 and	pearson	s	correlations
   1 and	patterns	in	doing
   1 and	other	web-based	applications
   1 and	other	topics	from
   1 and	other	class	resources
   1 and	operate	best	when
   1 and	no	assumptions	are
   1 and	needs	soloway	and
   1 and	minimally	to	members
   1 and	micro	levels	the
   1 and	mayer	2002	this
   1 and	maximize	variability	between
   1 and	maulik	2002	another
   1 and	mathematic	science	bohen
   1 and	mateos	et	al
   1 and	macredie	2004	this
   1 and	macredie	2004	gender
   1 and	macredie	2004	and
   1 and	macredie	2002	which
   1 and	macredie	2002	this
   1 and	li	2003	web-based
   1 and	large	tree	is
   1 and	kellam	2003	in
   1 and	janicki	2006	while
   1 and	it	corresponds	to
   1 and	interpret	data	effectively
   1 and	internet	skills	necessary
   1 and	interesting	hypotheses	can
   1 and	interdependencies	hidden	in
   1 and	interdependencies	can	be
   1 and	initially	went	through
   1 and	increase	their	satisfaction
   1 and	incorrectly	classified	instances
   1 and	huang	2006	in
   1 and	how	different	the
   1 and	hornby	1997	was
   1 and	hidden	patterns	in
   1 and	have	freedom	for
   1 and	grimley	1999	these
   1 and	global	approaches	this
   1 and	gender	differences	to
   1 and	further	by	email
   1 and	functionality	of	wbi
   1 and	frequencies	of	using
   1 and	frank	1999	applied
   1 and	forth	between	different
   1 and	ford	1998	terrell
   1 and	fielddependent	students	is
   1 and	fielddependent	learners	have
   1 and	field-independent	students	show
   1 and	field-independent	students	but
   1 and	field-independent	p	0
   1 and	field-independent	learners	which
   1 and	field-dependent	students	in
   1 and	field-dependent	students	have
   1 and	field-dependent	students	can
   1 and	field-dependent	learners	the
   1 and	field-dependent	learners	intermediate
   1 and	field-dependent	learners	in
   1 and	field-dependent	learners	have
   1 and	field-dependent	learners	finally
   1 and	field-dependent	learners	also
   1 and	field	dependence	and
   1 and	field	arrangements	weller
   1 and	favored	learning	from
   1 and	extent	of	associations
   1 and	exploratory	analysis	in
   1 and	experience	with	online
   1 and	examined	the	details
   1 and	evaluate	results	in
   1 and	escolme	1990	6
   1 and	employ	a	more
   1 and	electronic	journals	finally
   1 and	eighth	rules	were
   1 and	edwards	1999	hsu
   1 and	each	attribute	table
   1 and	dwyer	2004	mitchell
   1 and	domains	but	not
   1 and	dissimilar	to	objects
   1 and	display	options	thus
   1 and	display	options	the
   1 and	display	options	by
   1 and	differences	of	the
   1 and	developed	a	model
   1 and	details	and	the
   1 and	details	and	frequencies
   1 and	decision	trees	is
   1 and	decision	trees	have
   1 and	decision	trees	classification
   1 and	decision	trees	can
   1 and	data-mining	techniques	the
   1 and	data	mining	techniques
   1 and	data	mining	lies
   1 and	d	references	there
   1 and	create	useful	cues
   1 and	content	scope	6
   1 and	consequently	has	been
   1 and	concrete	examples	within
   1 and	computer-aided	learning	the
   1 and	computer-aided	learning	f
   1 and	computational	power	to
   1 and	cochran	1989	therefore
   1 and	clustering	approaches	in
   1 and	classification	techniques	these
   1 and	classification	decision	tree
   1 and	choosing	their	favorite
   1 and	chi	2003	and
   1 and	chen	2001	in
   1 and	can	generate	easily
   1 and	c4	5	quinlan
   1 and	c	the	main
   1 and	budny	2001	therefore
   1 and	browsed	fewer	pages
   1 and	atre	2003	while
   1 and	at	any	time
   1 and	association	rules	chen
   1 and	associates	it	with
   1 and	are	not	overly
   1 and	are	affected	by
   1 and	applications	in	terms
   1 and	applications	2	1
   1 and	animation	masiello	et
   1 and	andrienko	1999	tree
   1 and	an	overview	for
   1 and	alphabetical	index	the
   1 and	alphabetical	index	no
   1 and	alphabetical	index	could
   1 and	alphabetical	index	and
   1 and	algorithms	module	the
   1 and	abstract	interests	miller
   1 and	abowd	2004	these
   1 and	above	denote	field-independent
   1 and	a	simple	top
   1 and	a	set	of
   1 and	a	review	of
   1 and	a	main	menu
   1 and	a	complex	geometrical
   1 and	1	35	are
   1 anastasi	1988	and	they
   1 analyzing	web	usage	data
   1 analyzing	the	wa	score
   1 analyzing	the	number	of
   1 analyzed	using	traditional	statistical
   1 analyzed	using	decision	trees
   1 analyzed	using	a	decision
   1 analyzed	the	experimental	data
   1 analyze	web	usage	data
   1 analyze	understand	or	even
   1 analyze	the	learning	patterns
   1 analyze	summarize	and	interpret
   1 analyze	students	learning	patterns
   1 analyze	student	learning	patterns
   1 analytical	vs	global	a
   1 analytical	thought	whereas	field-dependent
   1 analytical	ford	et	al
   1 analytical	fashion	so	they
   1 analytical	cognitive	function	than
   1 analytical	and	global	approaches
   1 analysis	with	the	statistical
   1 analysis	with	anova	a
   1 analysis	to	measure	students
   1 analysis	therefore	it	is
   1 analysis	there	technology	influence
   1 analysis	the	cognitive	style
   1 analysis	raw	experimental	data
   1 analysis	of	mean	differences
   1 analysis	of	macro	and
   1 analysis	of	existing	pedagogical
   1 analysis	of	corresponding	data
   1 analysis	might	cause	some
   1 analysis	method	eda	tukey
   1 analysis	in	doing	so
   1 analysis	csa	by	riding
   1 analysis	approaches	section	4
   1 analysis	approaches	are	rather
   1 analysis	and	exploratory	analysis
   1 analysis	a	lack	of
   1 analyses	the	frequencies	of
   1 analyses	of	variance	anova
   1 analyses	for	two	attributes
   1 analyses	data	mining	uses
   1 analyses	are	already	provided
   1 analyses	and	mathematic	science
   1 analyses	and	data	mining
   1 analyses	also	revealed	that
   1 analyses	3	1	research
   1 an	underlying	grid	layout
   1 an	overview	for	each
   1 an	overall	picture	by
   1 an	iterative	approach	hand
   1 an	introduction	to	the
   1 an	internet	shopping	mall
   1 an	internal	node	in
   1 an	internal	frame	of
   1 an	intermediate	cognitive	style
   1 an	interdisciplinary	area	that
   1 an	integrated	approach	utilizing
   1 an	integrated	approach	that
   1 an	integrated	approach	is
   1 an	integrated	approach	for
   1 an	instruction	program	should
   1 an	initial	and	large
   1 an	influential	role	in
   1 an	individual	user	s
   1 an	important	consideration	a
   1 an	idea	of	the
   1 an	explanation	of	the
   1 an	experiment	in	a
   1 an	error-based	pruning	method
   1 an	environment	in	an
   1 an	enormous	amount	of
   1 an	empirical	study	conducted
   1 an	appropriate	level	the
   1 an	anova	was	conducted
   1 an	analytical	fashion	so
   1 an	analysis	of	existing
   1 an	alphabetical	index	and
   1 an	algorithm	that	can
   1 an	activity	by	themselves
   1 amounts	of	data	hand
   1 amount	of	information	liaw
   1 amount	of	data	stored
   1 among	various	dimensions	of
   1 among	various	attribute	combinations
   1 among	three	cognitive	style
   1 among	these	the	k-means
   1 among	these	dimensions	field
   1 among	these	differences	cognitive
   1 among	themselves	and	dissimilar
   1 among	the	learning	patterns
   1 among	the	attributes	that
   1 among	different	concepts	turns
   1 among	different	concepts	one
   1 among	different	cognitive	style
   1 among	data	mining	techniques
   1 always	visible	and	it
   1 always	stay	visible	even
   1 alternated	until	a	stopping
   1 also	used	the	decision
   1 also	used	for	analysis
   1 also	taken	into	account
   1 also	revealed	that	fieldindependent
   1 also	reveal	the	unexpected
   1 also	relevant	as	shown
   1 also	provides	field-dependent	students
   1 also	presented	in	a
   1 also	known	as	knowledge
   1 also	examined	none	of
   1 also	echo	their	characteristics
   1 also	confirms	that	the
   1 also	been	suggested	that
   1 also	be	converted	to
   1 already	provided	lyons-lawrence	1994
   1 alphabetical	index	which	provides
   1 alphabetical	index	the	common
   1 alphabetical	index	no	significant
   1 alphabetical	index	many	more
   1 alphabetical	index	looked	at
   1 alphabetical	index	frame	would
   1 alphabetical	index	frame	to
   1 alphabetical	index	frame	the
   1 alphabetical	index	frame	in
   1 alphabetical	index	could	have
   1 alphabetical	index	by	themselves
   1 alphabetical	index	browsed	many
   1 alphabetical	index	and	looked
   1 alphabetical	index	and	examined
   1 alphabetical	index	and	a
   1 almost	balanced	it	suggests
   1 almost	balanced	cluster	0
   1 allows	multiple	documents	to
   1 allow	the	learners	to
   1 allow	students	to	control
   1 allow	students	to	choose
   1 all	the	datapoints	are
   1 all	other	clusters	the
   1 all	of	the	relevant
   1 all	of	the	participants
   1 all	kinds	of	correlations
   1 all	damaged	links	were
   1 all	contents	within	the
   1 all	attributes	were	considered
   1 algorithms	to	discover	different
   1 algorithms	of	decision	trees
   1 algorithms	module	the	program
   1 algorithms	for	grouping	objects
   1 algorithms	and	riding	s
   1 algorithm	with	self	organization
   1 algorithm	was	employed	to
   1 algorithm	was	applied	in
   1 algorithm	to	discover	clusters
   1 algorithm	the	support	vector
   1 algorithm	the	decision	tree
   1 algorithm	that	can	support
   1 algorithm	takes	each	datapoint
   1 algorithm	runs	the	algorithm
   1 algorithm	reveals	the	centroid
   1 algorithm	randomly	picks	k
   1 algorithm	is	to	discover
   1 algorithm	is	an	algorithm
   1 algorithm	is	a	classification
   1 algorithm	in	phase	i
   1 algorithm	has	been	employed
   1 algorithm	for	k	2
   1 algorithm	for	data	clustering
   1 algorithm	begins	with	the
   1 algorithm	and	classification	decision
   1 algorithm	and	can	generate
   1 al	2005	roy	and
   1 al	2005	remote	access
   1 al	2005	liegle	and
   1 al	2005	and	the
   1 al	2005	among	these
   1 al	2004	used	the
   1 al	2004	the	outcome
   1 al	2004	moreover	they
   1 al	2004	have	developed
   1 al	2003	typically	a
   1 al	2003	the	reliability
   1 al	2003	ozmutlu	et
   1 al	2003	in	tree-structured
   1 al	2003	a	major
   1 al	2002	used	the
   1 al	2002	used	classification
